META; english/premier-league/everton-v-stoke; 2017-06-15 14:15:11 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 4/6; 4/6; 8/11; 4/6; 4/6; 13/20; 3/4; 4/6; ; 4/7; 8/13; 3/4; 7/10; 4/6; 3/4; 4/6; 5/7; 4/6; 4/6; 5/7; 19/25; 13/17; 13/18; 4/6; 13/18; ; 4/9; ; 
META; english/premier-league/everton-v-stoke; 2017-07-24 02:17:06 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 11/4; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 17/4; 4; 22/5; 21/5; 4; 15/4; 4; 4; 15/4; 15/4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-24 10:17:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 11/4; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 15/4; 4; 4; 15/4; 15/4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-24 14:17:52 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 7/10; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 11/4; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 15/4; 4; 4; 15/4; 15/4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-24 18:18:07 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 11/4; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 17/4; 4; 22/5; 21/5; 4; 15/4; 4; 4; 15/4; 15/4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-24 22:17:52 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 17/4; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 15/4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-25 02:17:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-25 10:17:10 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 14/5; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-25 14:18:14 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-25 18:18:02 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-25 22:18:16 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-26 02:17:30 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 21/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-26 10:16:49 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 7/10; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 15/4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-26 14:18:26 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 7/10; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 15/4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-26 18:18:40 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-26 22:18:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-27 02:17:33 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 11/4; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 54/13; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-27 18:17:08 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-27 22:16:43 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-28 02:15:49 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 4/6; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 8/13; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 8/11; ; ; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 29/10; 14/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 4; 15/4; 4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-28 10:16:18 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 11/4; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 11/4; 27/10; 13/5; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 19/5; 4; 7/2; 7/2; 9/2; 17/4; 4; 22/5; 19/5; 15/4; 4; 4; 4; 15/4; 15/4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 7/2; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-28 14:16:24 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 11/4; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 14/5; 11/4; 13/5; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 19/5; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 15/4; 4; 4; 4; 15/4; 15/4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-28 18:16:46 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 11/4; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 14/5; 11/4; 13/5; 11/4; 14/5; 14/5; 27/10; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 19/5; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 15/4; 4; 4; 4; 15/4; 15/4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-28 22:17:12 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 27/10; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-29 02:17:02 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-29 10:15:52 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-29 14:17:25 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-29 18:17:10 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 27/10; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-29 22:17:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-30 02:17:02 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-30 10:17:01 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 9/13; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 9/2; 17/4; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 77/19; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
META; english/premier-league/everton-v-stoke; 2017-07-30 14:17:07 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Everton; 7/10; 7/10; 7/10; 4/6; 4/6; 8/11; 8/11; 4/6; 11/17; 4/6; 4/6; 7/10; 13/20; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 71/100; 13/19; 11/17; 3/4; ; ; ; 4/6; ; 
Draw; 13/5; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 11/4; 11/4; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 13/5; 27/10; 11/4; 27/10; 73/25; 37/13; 11/4; 11/4; ; ; ; 5/2; ; 
Stoke; 4; 4; 4; 7/2; 7/2; 4; 22/5; 4; 22/5; 19/5; 4; 4; 4; 9/2; 15/4; 4; 4; 21/5; 41/10; 47/10; 41/10; 43/10; 15/4; ; ; ; 4; ; 
